game_number,move_number,player,position,score,distance_from_center,position_x,position_y,aggressive_sequence,defensive_pressure,total_opportunities,total_threats,minor_opportunity,moderate_opportunity,major_opportunity,critical_open,win_sequence,moderate_threat,major_threat,critical_threat,lose_sequence,total_local_stones
96,15,Black,"(5, 9)",500005600,4,5,9,4,0,3,4,1,0,1,1,0,1,1,0,0,13
96,17,Black,"(4, 9)",1000000040,5,4,9,5,0,4,3,2,0,1,0,1,0,0,0,0,12
97,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
97,3,Black,"(6, 6)",730,2,6,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
97,5,Black,"(5, 7)",1155,2,5,7,0,0,3,4,2,1,0,0,0,0,1,0,0,5
97,7,Black,"(4, 5)",2860,5,4,5,0,0,2,5,2,0,0,0,0,1,1,0,0,7
97,9,Black,"(7, 5)",1560,2,7,5,1,0,5,3,4,0,1,0,0,0,0,0,0,9
97,11,Black,"(7, 3)",2800,4,7,3,0,0,2,3,2,0,0,0,0,1,1,0,0,8
97,13,Black,"(6, 4)",24100,4,6,4,0,0,2,4,1,1,0,0,0,1,1,0,0,13
97,15,Black,"(6, 5)",80000615,3,6,5,0,1,2,3,1,1,0,0,0,0,1,1,0,15
97,17,Black,"(8, 6)",320005040,2,8,6,1,2,4,3,2,1,1,0,0,0,1,1,0,15
97,19,Black,"(6, 3)",10200,5,6,3,2,0,3,2,2,0,1,0,0,0,1,0,0,15
97,21,Black,"(5, 4)",5700,5,5,4,3,0,2,1,0,1,1,0,0,1,0,0,0,20
97,23,Black,"(9, 4)",22000,5,9,4,0,0,1,6,1,0,0,0,0,2,2,0,0,17
97,25,Black,"(8, 1)",800000535,7,8,1,0,1,2,4,2,0,0,0,0,0,1,0,1,12
97,27,Black,"(5, 2)",1600000015,7,5,2,0,2,1,3,1,0,0,0,0,0,1,0,1,17
98,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
98,3,Black,"(6, 8)",730,2,6,8,0,0,3,3,2,1,0,0,0,1,0,0,0,3
98,5,Black,"(8, 6)",1560,2,8,6,1,0,5,3,4,0,1,0,0,0,0,0,0,5
98,7,Black,"(8, 4)",2860,4,8,4,0,0,3,5,3,0,0,0,0,1,1,0,0,6
98,9,Black,"(7, 5)",24100,2,7,5,0,0,2,4,1,1,0,0,0,1,1,0,0,9
98,11,Black,"(9, 6)",3400,3,9,6,0,0,2,4,1,1,0,0,0,1,1,0,0,10
98,13,Black,"(9, 7)",1590,2,9,7,1,0,4,2,3,0,1,0,0,1,0,0,0,12
98,15,Black,"(10, 7)",13075,3,10,7,2,0,3,2,1,1,1,0,0,0,1,0,0,12
98,17,Black,"(5, 9)",1550,4,5,9,3,0,4,3,3,0,1,0,0,0,0,0,0,7
98,19,Black,"(5, 3)",1050,6,5,3,4,0,4,3,3,0,1,0,0,0,0,0,0,7
98,21,Black,"(6, 3)",23800,5,6,3,0,0,2,4,1,1,0,0,0,2,1,0,0,11
98,23,Black,"(4, 6)",1045,4,4,6,0,0,3,5,3,0,0,0,0,0,1,0,0,12
98,25,Black,"(9, 1)",80000530,8,9,1,0,1,2,4,2,0,0,0,0,0,1,1,0,7
98,27,Black,"(10, 2)",9125,8,10,2,0,0,4,3,2,2,0,0,0,0,1,0,0,10
98,29,Black,"(7, 0)",800000525,7,7,0,0,1,1,2,1,0,0,0,0,0,0,0,1,9
98,31,Black,"(10, 4)",160000525,6,10,4,0,2,2,3,2,0,0,0,0,0,1,1,0,20
98,33,Black,"(11, 3)",13200,8,11,3,1,0,3,3,2,0,1,0,0,0,1,0,0,13
98,35,Black,"(5, 2)",5625,7,5,2,0,0,3,3,2,1,0,0,0,0,1,0,0,13
98,37,Black,"(9, 4)",80000515,5,9,4,0,1,1,3,1,0,0,0,0,0,1,1,0,28
98,39,Black,"(6, 5)",80000550,3,6,5,0,2,0,3,0,0,0,0,0,1,1,1,0,26
98,41,Black,"(3, 4)",800000545,7,3,4,0,3,3,4,3,0,0,0,0,0,1,0,1,11
98,43,Black,"(4, 2)",8675,8,4,2,0,0,2,3,1,1,0,0,0,0,1,0,0,16
98,45,Black,"(2, 1)",5650,11,2,1,0,0,2,3,2,0,0,0,0,0,1,0,0,9
98,47,Black,"(5, 5)",24500,4,5,5,0,0,1,2,0,1,0,0,0,1,1,0,0,28
98,49,Black,"(3, 3)",700,8,3,3,0,0,1,1,0,1,0,0,0,1,0,0,0,18
98,51,Black,"(2, 4)",1710,8,2,4,1,0,2,1,1,0,1,0,0,1,0,0,0,17
98,53,Black,"(6, 0)",4400,8,6,0,2,0,2,0,0,1,1,0,0,0,0,0,0,15
98,55,Black,"(4, 1)",8050,9,4,1,0,0,0,3,0,0,0,0,0,0,2,0,0,23
98,57,Black,"(9, 0)",1015,9,9,0,1,0,2,1,1,0,1,0,0,0,0,0,0,13
98,59,Black,"(11, 2)",700,9,11,2,0,0,2,0,0,2,0,0,0,0,0,0,0,15
98,61,Black,"(10, 5)",8550,5,10,5,0,0,2,1,1,1,0,0,0,0,1,0,0,27
98,63,Black,"(11, 6)",5240,5,11,6,1,0,3,1,1,1,1,0,0,1,0,0,0,19
98,65,Black,"(12, 5)",10600,7,12,5,2,0,2,3,1,0,1,0,0,1,1,0,0,20
98,67,Black,"(11, 8)",24100,5,11,8,0,0,2,4,1,1,0,0,0,1,1,0,0,16
98,69,Black,"(14, 2)",800000525,12,14,2,0,1,1,2,1,0,0,0,0,0,0,0,1,8
98,71,Black,"(13, 4)",320001500,9,13,4,1,2,1,2,0,0,1,0,0,0,1,1,0,18
98,73,Black,"(10, 9)",5125,5,10,9,0,0,2,2,2,0,0,0,0,0,1,0,0,14
98,75,Black,"(13, 10)",1050,9,13,10,1,0,4,3,3,0,1,0,0,0,0,0,0,6
98,77,Black,"(12, 8)",21800,6,12,8,0,0,1,3,1,0,0,0,0,1,1,0,0,17
98,79,Black,"(9, 9)",1130,4,9,9,0,0,2,3,1,1,0,0,0,0,1,0,0,20
98,81,Black,"(4, 9)",730,5,4,9,0,0,3,3,2,1,0,0,0,1,0,0,0,10
98,83,Black,"(2, 8)",6200,6,2,8,0,0,3,4,2,1,0,0,0,0,1,0,0,10
98,85,Black,"(4, 8)",800000710,4,4,8,0,1,4,2,2,2,0,0,0,0,1,0,1,19
98,87,Black,"(5, 10)",160000715,5,5,10,0,2,3,3,1,2,0,0,0,0,1,1,0,14
98,89,Black,"(3, 8)",1200010625,5,3,8,1,3,4,3,2,0,2,0,0,0,1,1,0,19
98,91,Black,"(6, 11)",100000550,5,6,11,2,0,5,3,3,0,1,1,0,0,0,0,0,15
98,93,Black,"(2, 7)",1000000035,5,2,7,3,0,4,2,2,0,1,0,1,0,0,0,0,21
99,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
99,3,Black,"(6, 8)",730,2,6,8,0,0,3,3,2,1,0,0,0,1,0,0,0,3
99,5,Black,"(5, 9)",1560,4,5,9,1,0,5,3,4,0,1,0,0,0,0,0,0,5
99,7,Black,"(3, 9)",2820,6,3,9,0,0,2,3,2,0,0,0,0,1,1,0,0,6
99,9,Black,"(8, 4)",80000545,4,8,4,0,1,3,5,3,0,0,0,0,0,1,1,0,5
99,11,Black,"(6, 9)",4520,3,6,9,1,0,5,2,2,2,1,0,0,0,0,0,0,8
99,13,Black,"(6, 10)",5080,4,6,10,2,0,5,2,3,1,1,0,0,0,0,0,0,9
99,15,Black,"(5, 10)",6575,5,5,10,0,0,3,2,1,2,0,0,0,0,1,0,0,11
99,17,Black,"(4, 8)",80001535,4,4,8,1,1,3,3,2,0,1,0,0,0,1,1,0,15
99,19,Black,"(2, 7)",160000530,5,2,7,0,2,2,4,2,0,0,0,0,0,1,1,0,10
99,21,Black,"(8, 5)",80000630,3,8,5,0,3,3,4,2,1,0,0,0,0,1,1,0,9
99,23,Black,"(3, 8)",80001525,5,3,8,1,4,3,3,1,1,1,0,0,0,1,1,0,18
99,25,Black,"(8, 7)",43100,1,8,7,2,0,6,3,3,1,2,0,0,0,0,0,0,16
99,27,Black,"(7, 8)",100000620,1,7,8,3,0,4,1,1,1,1,1,0,0,0,0,0,22
99,29,Black,"(4, 11)",1000000085,7,4,11,4,0,4,3,2,0,1,0,1,1,0,0,0,14
100,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
100,3,Black,"(6, 8)",730,2,6,8,0,0,3,3,2,1,0,0,0,1,0,0,0,3
100,5,Black,"(5, 9)",1560,4,5,9,1,0,5,3,4,0,1,0,0,0,0,0,0,5
100,7,Black,"(3, 9)",2820,6,3,9,0,0,2,3,2,0,0,0,0,1,1,0,0,6
100,9,Black,"(8, 4)",80000545,4,8,4,0,1,3,5,3,0,0,0,0,0,1,1,0,5
100,11,Black,"(6, 9)",4520,3,6,9,1,0,5,2,2,2,1,0,0,0,0,0,0,8
100,13,Black,"(6, 10)",5080,4,6,10,2,0,5,2,3,1,1,0,0,0,0,0,0,9
100,15,Black,"(5, 10)",6575,5,5,10,0,0,3,2,1,2,0,0,0,0,1,0,0,11
100,17,Black,"(4, 8)",80001535,4,4,8,1,1,3,3,2,0,1,0,0,0,1,1,0,15
100,19,Black,"(2, 7)",160000530,5,2,7,0,2,2,4,2,0,0,0,0,0,1,1,0,10
100,21,Black,"(8, 5)",80000630,3,8,5,0,3,3,4,2,1,0,0,0,0,1,1,0,9
100,23,Black,"(3, 8)",80001525,5,3,8,1,4,3,3,1,1,1,0,0,0,1,1,0,18
100,25,Black,"(8, 7)",43100,1,8,7,2,0,6,3,3,1,2,0,0,0,0,0,0,16
100,27,Black,"(7, 8)",100000620,1,7,8,3,0,4,1,1,1,1,1,0,0,0,0,0,22
100,29,Black,"(4, 11)",1000000085,7,4,11,4,0,4,3,2,0,1,0,1,1,0,0,0,14
101,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
101,3,Black,"(8, 6)",685,2,8,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
101,5,Black,"(7, 5)",6225,2,7,5,0,0,3,4,2,1,0,0,0,0,1,0,0,5
101,7,Black,"(9, 4)",2840,5,9,4,0,0,2,5,2,0,0,0,0,1,1,0,0,7
101,9,Black,"(6, 4)",1560,4,6,4,1,0,5,3,4,0,1,0,0,0,0,0,0,9
101,11,Black,"(7, 3)",6150,4,7,3,0,0,2,3,1,1,0,0,0,0,1,0,0,10
101,13,Black,"(8, 3)",9075,5,8,3,0,0,3,2,1,2,0,0,0,0,1,0,0,12
101,15,Black,"(10, 4)",5700,6,10,4,0,0,2,3,2,0,0,0,0,0,1,0,0,13
101,17,Black,"(11, 5)",5650,6,11,5,0,0,2,3,2,0,0,0,0,0,1,0,0,11
101,19,Black,"(7, 4)",6600,3,7,4,0,0,2,2,0,2,0,0,0,0,1,0,0,18
101,21,Black,"(11, 4)",80000715,7,11,4,0,1,3,3,1,2,0,0,0,0,1,1,0,14
101,23,Black,"(6, 5)",640004940,3,6,5,1,2,3,2,1,1,1,0,0,0,1,1,0,19
101,25,Black,"(5, 4)",8575,5,5,4,0,0,2,3,1,1,0,0,0,1,1,0,0,16
101,27,Black,"(7, 2)",5320,5,7,2,1,0,2,2,0,1,1,0,0,1,0,0,0,18
101,29,Black,"(12, 4)",4560,8,12,4,2,0,4,2,2,1,1,0,0,0,0,0,0,9
101,31,Black,"(9, 7)",12575,2,9,7,3,0,3,3,1,0,2,0,0,0,1,0,0,20
101,33,Black,"(10, 6)",100000700,4,10,6,4,0,2,3,0,0,1,1,0,2,0,0,0,24
101,35,Black,"(13, 3)",1000000200,10,13,3,5,0,2,1,0,0,1,0,1,1,0,0,0,8
102,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
102,3,Black,"(6, 6)",730,2,6,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
102,5,Black,"(5, 7)",1155,2,5,7,0,0,3,4,2,1,0,0,0,0,1,0,0,5
102,7,Black,"(4, 5)",2860,5,4,5,0,0,2,5,2,0,0,0,0,1,1,0,0,7
102,9,Black,"(4, 8)",1560,4,4,8,1,0,5,3,4,0,1,0,0,0,0,0,0,9
102,11,Black,"(2, 8)",2820,6,2,8,0,0,2,3,2,0,0,0,0,1,1,0,0,8
102,13,Black,"(7, 3)",80000545,4,7,3,0,1,3,5,3,0,0,0,0,0,1,1,0,7
102,15,Black,"(5, 4)",3180,5,5,4,0,0,2,4,1,1,0,0,0,2,1,0,0,12
102,17,Black,"(3, 8)",1120,5,3,8,1,0,2,3,1,0,1,0,0,1,0,0,0,11
102,19,Black,"(6, 8)",4520,2,6,8,2,0,4,2,2,1,1,0,0,0,0,0,0,12
102,21,Black,"(5, 9)",5040,4,5,9,3,0,4,1,2,1,1,0,0,0,0,0,0,13
102,23,Black,"(3, 10)",2780,7,3,10,0,0,1,4,1,0,0,0,0,1,1,0,0,12
102,25,Black,"(7, 6)",80000615,1,7,6,0,1,2,3,1,1,0,0,0,0,1,1,0,19
102,27,Black,"(9, 6)",80000635,3,9,6,0,2,4,5,3,1,0,0,0,0,1,1,0,12
102,29,Black,"(8, 3)",400005725,5,8,3,0,3,2,5,2,0,0,0,0,0,2,1,0,14
102,31,Black,"(9, 5)",3200004940,4,9,5,1,4,3,4,1,1,1,0,0,0,1,0,1,16
102,33,Black,"(9, 7)",80001540,2,9,7,2,5,4,4,3,0,1,0,0,0,1,1,0,15
102,35,Black,"(10, 4)",800000535,6,10,4,0,6,2,4,2,0,0,0,0,0,1,0,1,14
102,37,Black,"(5, 3)",800000515,6,5,3,0,7,1,3,1,0,0,0,0,0,1,0,1,19
102,39,Black,"(4, 1)",800000530,9,4,1,0,8,2,4,2,0,0,0,0,0,1,0,1,9
102,41,Black,"(6, 1)",800000570,7,6,1,0,9,1,4,1,0,0,0,0,1,1,0,1,14
102,43,Black,"(8, 2)",2400000510,6,8,2,0,10,1,2,1,0,0,0,0,0,1,0,1,20
103,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
103,3,Black,"(6, 6)",685,2,6,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
103,5,Black,"(7, 5)",1150,2,7,5,0,0,3,4,2,1,0,0,0,0,1,0,0,5
103,7,Black,"(5, 4)",2860,5,5,4,0,0,2,5,2,0,0,0,0,1,1,0,0,7
103,9,Black,"(8, 4)",1560,4,8,4,1,0,5,3,4,0,1,0,0,0,0,0,0,9
103,11,Black,"(8, 2)",2800,6,8,2,0,0,2,3,2,0,0,0,0,1,1,0,0,8
103,13,Black,"(7, 3)",23900,4,7,3,0,0,1,3,0,1,0,0,0,1,1,0,0,12
103,15,Black,"(7, 4)",80000615,3,7,4,0,1,2,3,1,1,0,0,0,0,1,1,0,15
103,17,Black,"(9, 5)",80001545,4,9,5,1,2,4,4,3,0,1,0,0,0,1,1,0,15
103,19,Black,"(7, 2)",10200,5,7,2,2,0,3,2,2,0,1,0,0,0,1,0,0,15
103,21,Black,"(6, 3)",5700,5,6,3,3,0,2,1,0,1,1,0,0,1,0,0,0,19
103,23,Black,"(10, 3)",22000,7,10,3,0,0,1,6,1,0,0,0,0,2,2,0,0,16
103,25,Black,"(9, 0)",800000525,9,9,0,0,1,1,2,1,0,0,0,0,0,0,0,1,12
103,27,Black,"(11, 1)",2400000515,10,11,1,0,2,1,3,1,0,0,0,0,0,1,0,1,12
104,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
104,3,Black,"(6, 7)",650,1,6,7,0,0,4,3,3,1,0,0,0,0,0,0,0,3
104,5,Black,"(8, 7)",1060,1,8,7,1,0,5,3,4,0,1,0,0,0,0,0,0,4
104,7,Black,"(7, 8)",825,1,7,8,0,0,4,1,1,3,0,0,0,0,0,0,0,7
104,9,Black,"(5, 7)",5750,2,5,7,0,0,2,4,2,0,0,0,0,0,1,0,0,8
104,11,Black,"(3, 8)",80000545,5,3,8,0,1,3,5,3,0,0,0,0,0,1,1,0,7
104,13,Black,"(4, 5)",160000530,5,4,5,0,2,2,4,2,0,0,0,0,0,1,1,0,11
104,15,Black,"(8, 6)",160000715,2,8,6,0,3,3,3,1,2,0,0,0,0,1,1,0,12
104,17,Black,"(8, 3)",800000545,5,8,3,0,4,3,5,3,0,0,0,0,0,1,0,1,8
104,19,Black,"(9, 5)",800001545,4,9,5,1,5,4,4,3,0,1,0,0,0,1,0,1,13
104,21,Black,"(9, 6)",43300,3,9,6,2,0,4,3,2,1,1,0,0,0,1,0,0,15
104,23,Black,"(10, 6)",214900,4,10,6,3,0,3,3,1,1,1,0,0,1,1,0,0,14
104,25,Black,"(7, 3)",62400,4,7,3,4,0,2,4,0,1,1,0,0,0,2,0,0,16
104,27,Black,"(9, 4)",800000700,5,9,4,0,1,1,4,0,1,0,0,0,2,1,0,1,20
104,29,Black,"(10, 2)",80000580,8,10,2,0,2,2,5,2,0,0,0,0,1,1,1,0,12
104,31,Black,"(4, 4)",800000665,6,4,4,0,3,2,4,1,1,0,0,0,1,1,0,1,14
104,33,Black,"(5, 2)",800000580,7,5,2,0,4,2,5,2,0,0,0,0,1,1,0,1,14
104,35,Black,"(3, 2)",80000545,9,3,2,0,5,3,4,3,0,0,0,0,0,1,1,0,10
104,37,Black,"(6, 2)",240001505,6,6,2,1,6,2,3,0,1,1,0,0,0,1,1,0,21
104,39,Black,"(3, 1)",1600000615,10,3,1,0,7,2,3,1,1,0,0,0,0,1,0,1,11
104,41,Black,"(2, 3)",2400000615,9,2,3,0,8,2,3,1,1,0,0,0,0,1,0,1,13
104,43,Black,"(8, 2)",160000600,6,8,2,0,9,2,2,1,1,0,0,0,0,1,1,0,22
104,45,Black,"(11, 3)",10500,8,11,3,0,0,1,1,0,1,0,0,0,0,1,0,0,16
104,47,Black,"(11, 7)",8175,4,11,7,0,0,2,3,1,1,0,0,0,0,1,0,0,14
104,49,Black,"(13, 7)",800000535,6,13,7,0,1,2,4,2,0,0,0,0,0,1,0,1,8
104,51,Black,"(1, 5)",80000535,8,1,5,0,2,2,4,2,0,0,0,0,0,1,1,0,11
104,53,Black,"(5, 1)",800000510,8,5,1,0,3,1,1,1,0,0,0,0,0,0,0,1,21
104,55,Black,"(6, 8)",5200,2,6,8,1,0,4,0,0,3,1,0,0,0,0,0,0,19
104,57,Black,"(6, 9)",10900,3,6,9,2,0,4,2,2,0,2,0,0,1,0,0,0,15
104,59,Black,"(6, 10)",100000615,4,6,10,3,0,3,3,1,0,1,1,0,2,0,0,0,13
104,61,Black,"(6, 11)",1000000080,5,6,11,4,0,4,3,2,0,1,0,1,1,0,0,0,8
105,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
105,3,Black,"(6, 7)",685,1,6,7,0,0,3,3,2,1,0,0,0,1,0,0,0,3
105,5,Black,"(8, 7)",1060,1,8,7,1,0,5,3,4,0,1,0,0,0,0,0,0,4
105,7,Black,"(6, 9)",1055,3,6,9,0,0,3,5,3,0,0,0,0,0,1,0,0,7
105,9,Black,"(7, 8)",54900,1,7,8,1,0,3,2,0,2,1,0,0,0,1,0,0,9
105,11,Black,"(7, 9)",5200,2,7,9,2,0,4,2,2,1,1,0,0,1,0,0,0,11
105,13,Black,"(8, 9)",10975,3,8,9,3,0,5,2,3,0,2,0,0,1,0,0,0,12
105,15,Black,"(5, 9)",500005600,4,5,9,4,0,3,4,1,0,1,1,0,1,1,0,0,13
105,17,Black,"(4, 9)",1000000040,5,4,9,5,0,4,3,2,0,1,0,1,0,0,0,0,12
106,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
106,3,Black,"(8, 6)",685,2,8,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
106,5,Black,"(7, 5)",6225,2,7,5,0,0,3,4,2,1,0,0,0,0,1,0,0,5
106,7,Black,"(9, 4)",2840,5,9,4,0,0,2,5,2,0,0,0,0,1,1,0,0,7
106,9,Black,"(6, 4)",1560,4,6,4,1,0,5,3,4,0,1,0,0,0,0,0,0,9
106,11,Black,"(7, 3)",6150,4,7,3,0,0,2,3,1,1,0,0,0,0,1,0,0,10
106,13,Black,"(8, 3)",9075,5,8,3,0,0,3,2,1,2,0,0,0,0,1,0,0,12
106,15,Black,"(10, 4)",5700,6,10,4,0,0,2,3,2,0,0,0,0,0,1,0,0,13
106,17,Black,"(11, 5)",5650,6,11,5,0,0,2,3,2,0,0,0,0,0,1,0,0,11
106,19,Black,"(7, 4)",6600,3,7,4,0,0,2,2,0,2,0,0,0,0,1,0,0,18
106,21,Black,"(11, 4)",80000715,7,11,4,0,1,3,3,1,2,0,0,0,0,1,1,0,14
106,23,Black,"(6, 5)",640004940,3,6,5,1,2,3,2,1,1,1,0,0,0,1,1,0,19
106,25,Black,"(5, 4)",8575,5,5,4,0,0,2,3,1,1,0,0,0,1,1,0,0,16
106,27,Black,"(7, 2)",5320,5,7,2,1,0,2,2,0,1,1,0,0,1,0,0,0,18
106,29,Black,"(12, 4)",4560,8,12,4,2,0,4,2,2,1,1,0,0,0,0,0,0,9
106,31,Black,"(9, 7)",12575,2,9,7,3,0,3,3,1,0,2,0,0,0,1,0,0,20
106,33,Black,"(10, 6)",100000700,4,10,6,4,0,2,3,0,0,1,1,0,2,0,0,0,24
106,35,Black,"(13, 3)",1000000200,10,13,3,5,0,2,1,0,0,1,0,1,1,0,0,0,8
107,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
107,3,Black,"(6, 6)",730,2,6,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
107,5,Black,"(5, 7)",1155,2,5,7,0,0,3,4,2,1,0,0,0,0,1,0,0,5
107,7,Black,"(4, 5)",2860,5,4,5,0,0,2,5,2,0,0,0,0,1,1,0,0,7
107,9,Black,"(7, 5)",1560,2,7,5,1,0,5,3,4,0,1,0,0,0,0,0,0,9
107,11,Black,"(7, 3)",2800,4,7,3,0,0,2,3,2,0,0,0,0,1,1,0,0,8
107,13,Black,"(6, 4)",24100,4,6,4,0,0,2,4,1,1,0,0,0,1,1,0,0,13
107,15,Black,"(6, 5)",80000615,3,6,5,0,1,2,3,1,1,0,0,0,0,1,1,0,15
107,17,Black,"(8, 6)",320005040,2,8,6,1,2,4,3,2,1,1,0,0,0,1,1,0,15
107,19,Black,"(6, 3)",10200,5,6,3,2,0,3,2,2,0,1,0,0,0,1,0,0,15
107,21,Black,"(5, 3)",5700,6,5,3,3,0,2,2,0,1,1,0,0,2,0,0,0,17
107,23,Black,"(7, 2)",6900,5,7,2,4,0,1,3,0,0,1,0,0,2,1,0,0,15
107,25,Black,"(8, 2)",6150,6,8,2,0,0,3,2,2,1,0,0,0,0,1,0,0,15
107,27,Black,"(7, 6)",80000710,1,7,6,0,1,3,2,1,2,0,0,0,0,1,1,0,23
107,29,Black,"(9, 5)",320001510,4,9,5,1,2,2,2,1,0,1,0,0,0,1,1,0,21
107,31,Black,"(11, 4)",800000535,7,11,4,0,3,2,5,2,0,0,0,0,0,1,0,1,11
107,33,Black,"(11, 8)",800000545,5,11,8,0,4,3,5,3,0,0,0,0,0,1,0,1,7
107,35,Black,"(10, 5)",160000565,5,10,5,0,5,1,4,1,0,0,0,0,1,1,1,0,21
107,37,Black,"(8, 8)",80000635,2,8,8,0,6,3,4,2,1,0,0,0,0,1,1,0,20
107,39,Black,"(13, 7)",80000535,6,13,7,0,7,2,4,2,0,0,0,0,0,1,1,0,9
107,41,Black,"(13, 6)",2400000620,7,13,6,0,8,3,2,2,1,0,0,0,0,1,0,1,11
107,43,Black,"(9, 8)",320005320,3,9,8,1,9,4,4,1,2,1,0,0,1,1,1,0,21
107,45,Black,"(10, 9)",13125,5,10,9,2,0,5,2,1,2,2,0,0,0,1,0,0,16
107,47,Black,"(12, 7)",500010100,5,12,7,3,0,2,3,0,0,1,1,0,0,2,0,0,20
107,49,Black,"(14, 5)",1000000030,9,14,5,4,0,2,1,1,0,0,0,1,0,0,0,0,10
108,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
108,3,Black,"(6, 6)",730,2,6,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
108,5,Black,"(5, 7)",1155,2,5,7,0,0,3,4,2,1,0,0,0,0,1,0,0,5
108,7,Black,"(4, 5)",2860,5,4,5,0,0,2,5,2,0,0,0,0,1,1,0,0,7
108,9,Black,"(4, 8)",1560,4,4,8,1,0,5,3,4,0,1,0,0,0,0,0,0,9
108,11,Black,"(2, 8)",2820,6,2,8,0,0,2,3,2,0,0,0,0,1,1,0,0,8
108,13,Black,"(7, 3)",80000545,4,7,3,0,1,3,5,3,0,0,0,0,0,1,1,0,7
108,15,Black,"(5, 4)",3180,5,5,4,0,0,2,4,1,1,0,0,0,2,1,0,0,12
108,17,Black,"(3, 8)",1120,5,3,8,1,0,2,3,1,0,1,0,0,1,0,0,0,11
108,19,Black,"(6, 8)",4520,2,6,8,2,0,4,2,2,1,1,0,0,0,0,0,0,12
108,21,Black,"(5, 9)",5040,4,5,9,3,0,4,1,2,1,1,0,0,0,0,0,0,13
108,23,Black,"(3, 10)",2780,7,3,10,0,0,1,4,1,0,0,0,0,1,1,0,0,12
108,25,Black,"(7, 6)",80000615,1,7,6,0,1,2,3,1,1,0,0,0,0,1,1,0,19
108,27,Black,"(9, 6)",80000635,3,9,6,0,2,4,5,3,1,0,0,0,0,1,1,0,12
108,29,Black,"(8, 3)",400005725,5,8,3,0,3,2,5,2,0,0,0,0,0,2,1,0,14
108,31,Black,"(9, 5)",3200004940,4,9,5,1,4,3,4,1,1,1,0,0,0,1,0,1,16
108,33,Black,"(9, 7)",80001540,2,9,7,2,5,4,4,3,0,1,0,0,0,1,1,0,15
108,35,Black,"(10, 4)",800000535,6,10,4,0,6,2,4,2,0,0,0,0,0,1,0,1,14
108,37,Black,"(5, 3)",800000515,6,5,3,0,7,1,3,1,0,0,0,0,0,1,0,1,19
108,39,Black,"(4, 1)",800000530,9,4,1,0,8,2,4,2,0,0,0,0,0,1,0,1,9
108,41,Black,"(6, 1)",800000570,7,6,1,0,9,1,4,1,0,0,0,0,1,1,0,1,14
108,43,Black,"(8, 2)",2400000510,6,8,2,0,10,1,2,1,0,0,0,0,0,1,0,1,20
109,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
109,3,Black,"(8, 6)",650,2,8,6,0,0,4,3,3,1,0,0,0,0,0,0,0,3
109,5,Black,"(9, 6)",730,3,9,6,0,0,3,3,2,1,0,0,0,1,0,0,0,4
109,7,Black,"(11, 7)",1055,4,11,7,0,0,3,5,3,0,0,0,0,0,1,0,0,5
109,9,Black,"(10, 7)",9175,3,10,7,0,0,3,3,1,2,0,0,0,0,1,0,0,8
109,11,Black,"(8, 5)",640005000,3,8,5,1,1,4,3,2,1,1,0,0,0,1,1,0,11
109,13,Black,"(8, 7)",10700,1,8,7,2,0,6,1,3,1,2,0,0,0,0,0,0,13
109,15,Black,"(8, 8)",180000620,2,8,8,3,1,4,3,1,1,1,1,0,0,1,1,0,14
109,17,Black,"(8, 9)",1000000045,3,8,9,4,0,5,3,3,0,1,0,1,0,0,0,0,10
110,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
110,3,Black,"(6, 8)",685,2,6,8,0,0,3,3,2,1,0,0,0,1,0,0,0,3
110,5,Black,"(5, 7)",1155,2,5,7,0,0,3,4,2,1,0,0,0,0,1,0,0,5
110,7,Black,"(6, 9)",3220,3,6,9,0,0,2,4,1,1,0,0,0,1,1,0,0,7
